FIPS,Area.Name,TotalPop,PovertyRate,BlackPovertyRate,BlackPop,per_ba,Per_Black,pop.density,tot.protests,tot.attend,deaths,deaths_black,deaths_pc,deaths_black_pc,blackmayor,mayorrep,dem_share,crime
1232000,Hollywood,143929,16,23.2,24655,26.89408926,17.1299738065296,5264.21857283933,0,0,2,0,0.13895740260823,0,0,1,67.76624,0
1232275,Homestead,63071,31.6,35.9,12226,15.77148308,19.3845031789571,4280.93395778185,0,0,0,0,0,0,0,0,66.35991,1
1235000,Jacksonville,818636,17.8,28.8,249884,25.70120227,30.5244333256783,1095.91733189466,4,170,11,6,0.134369854245354,0.0732926477701933,0,1,49.64189,0
1235875,Jupiter,57194,8.5,26.4,554,44.09899494,0.968633073399308,2667.25738003078,0,0,0,0,0,0,0,1,48.27863,0
1236950,Kissimmee,62910,24.8,30.6,7749,14.71378127,12.3175965665236,2937.9348993602,0,0,0,0,0,0,0,1,69.76393,0
1238250,Lakeland,96045,19.3,33,19367,24.91832894,20.1645062210422,1472.45048138836,0,0,2,0,0.208235722838253,0,0,1,49.83459,0
1239075,Lake Worth,35311,28.7,41.1,7123,19.62956626,20.172184305174,6046.40410958904,0,0,1,0,0.283197870352015,0,0,1,71.87676,1
1239425,Largo,77166,15.9,27.5,4837,20.21512662,6.26830469377705,4402.69298796143,0,0,0,0,0,0,0,0,55.04882,0
1239525,Lauderdale Lakes,33066,23.8,23.1,27508,13.15213426,83.1911933708341,8982.88508557457,0,0,0,0,0,0,1,0,94.05415,0
1239550,Lauderhill,68790,24,25.6,53596,18.93924045,77.9124872801279,8022.15743440233,0,0,1,1,0.145369966564908,0.145369966564908,0,0,91.88417,0
1243125,Margate,54846,13.8,14.9,14376,20.56196362,26.2115742260147,6201.49253731343,0,0,0,0,0,0,0,0,67.07261,0
1243975,Melbourne,75036,15.8,30.7,7631,24.67142728,10.1697851697852,2222.63033175355,0,0,1,0,0.133269364038595,0,0,1,47.5872,0
1245000,Miami,408781,29.9,44.4,78753,23.82929828,19.2653278895056,11379.050217125,4,450,16,2,0.391407624131259,0.0489259530164073,0,1,60.75307,1
1245025,Miami Beach,89624,17.5,29.3,4159,43.47385691,4.6404980808712,11809.7246013968,0,0,1,0,0.111577256092118,0,0,0,66.21257,1
1245060,Miami Gardens,109418,22.6,21.9,83338,14.59008346,76.1647992103676,5999.45169426472,0,0,1,1,0.0913926410645415,0.0913926410645415,1,0,95.09351,0
1245100,Miami Lakes,30325,11.4,1.4,954,31.82662539,3.14591920857378,5235.66988950276,0,0,0,0,0,0,0,1,34.59849,0
1245975,Miramar,128206,9.3,10.9,58407,31.01397235,45.5571502113786,4342.87456386979,0,0,1,0,0.0779994696036067,0,1,0,78.30131,0
1249425,North Lauderdale,42228,21.7,24.2,23225,13.53310213,54.9990527612011,9200,0,0,0,0,0,0,0,0,84.09745,0
1249450,North Miami,59292,26.2,30,35279,19.60004161,59.5004385077245,7079.64179104478,0,0,0,0,0,0,1,0,86.19891,1
1249475,North Miami Beach,42791,22.8,27.9,19282,20.12413793,45.06087728728,8955.83926329008,0,0,0,0,0,0,0,1,78.99121,0
1249675,North Port,58241,12.2,37.1,4844,16.43898547,8.31716488384471,584.907555260964,0,0,1,0,0.171700348551708,0,0,0,50.78114,0
1250575,Oakland Park,42526,19.1,24.2,10903,21.10223382,25.6384329586606,5705.89024553871,0,0,0,0,0,0,0,0,72.2107,0
1250750,Ocala,53745,21.3,37.4,11677,23.4571041,21.7266722485813,1204.34275982611,0,0,0,0,0,0,0,1,48.2452,0
1251075,Ocoee,38047,11,13.4,8070,29.599042,21.2106079322943,2630.64371153979,0,0,0,0,0,0,0,0,50.79844,0
1253000,Orlando,245928,19.8,29.8,69483,33.73408512,28.2533912364595,2416.43657944642,5,294,10,4,0.406623076672847,0.162649230669139,0,0,66.68706,1
1253150,Ormond Beach,37964,13.4,38.8,1455,31.70689416,3.83257823200927,1188.26880340543,0,0,1,0,0.263407438626067,0,0,1,47.78406,0
1253575,Oviedo,35447,6.5,18.5,2981,42.71441606,8.40973848280531,2319.37446836354,0,0,0,0,0,0,0,1,46.86653,0
1254000,Palm Bay,103616,17.8,26.7,18075,17.01044661,17.4442171093267,1576.91605283984,0,0,0,0,0,0,1,0,54.03857,0
1254075,Palm Beach Gardens,49868,6.2,5.2,2976,46.97851273,5.96775487286436,904.569282954525,0,0,0,0,0,0,0,1,51.48478,0
1254200,Palm Coast,77395,17.3,29.9,9717,21.50743778,12.5550746172233,1152.84356659815,0,0,0,0,0,0,0,1,53.40703,0
1254700,Panama City,35187,20,28.4,6670,21.48555367,18.9558643817319,1204.16823517333,0,0,2,1,0.568391735584165,0.284195867792082,0,0,38.84532,1
1255775,Pembroke Pines,158786,8.4,8.5,31864,32.59541985,20.0672603378132,4804.27218541043,0,0,2,1,0.125955688788684,0.0629778443943421,0,0,64.67583,0
1255925,Pensacola,52114,15.8,30.3,13367,33.17015484,25.6495375522892,2325.06469171054,0,0,3,0,0.575661050773305,0,0,1,47.22098,0
1256975,Pinellas Park,49273,13.8,23.4,2006,17.37680724,4.07119517788647,3183.2159700239,0,0,0,0,0,0,0,1,53.30049,0
1257425,Plantation,87986,10.2,14.6,18204,40.29995701,20.6896551724138,4056.33672951916,0,0,0,0,0,0,0,0,64.16629,0
1257550,Plant City,35676,17.8,24.9,5525,18.15871601,15.4866016369548,1313.25922108518,0,0,0,0,0,0,0,1,46.74165,0
1258050,Pompano Beach,99707,22.8,34.5,29674,23.779571,29.7612003169286,4154.28523811508,0,0,1,0,0.100293861012767,0,0,0,63.9974,0
1258575,Port Orange,56947,12,22.3,2274,25.22846792,3.99318664723339,2136.04651162791,0,0,1,0,0.17560187542803,0,0,1,50.47612,0
1258715,Port St. Lucie,168481,15.2,19.4,28476,19.01418255,16.9016090835168,1476.14249667064,0,0,0,0,0,0,0,0,58.17857,0
1260975,Riviera Beach,32958,25.2,30.8,21365,21.94090888,64.8249286971297,3878.7807461457,0,0,0,0,0,0,1,0,83.8893,1
1262100,Royal Palm Beach,35275,9.5,17.2,7956,26.17090845,22.5542168674699,3170.78651685393,0,0,0,0,0,0,1,0,64.70507,0
1262625,St. Cloud,39309,15.9,18.3,3096,17.66784452,7.87605891780508,2248.92728416958,0,0,1,0,0.254394667887761,0,0,0,49.61438,0
1263000,St. Petersburg,243375,17.2,30.3,58636,30.15731302,24.0928608115049,3941.99776478401,1,24,9,1,0.36979969183359,0.0410888546481767,0,0,65.39252,0
1263650,Sanford,53988,21,31.9,15317,22.11825488,28.3711195080388,2371.43108143723,1,0,2,0,0.370452693191079,0,0,1,65.64628,0
1264175,Sarasota,50273,21.5,41.6,7065,31.37472871,14.0532691504386,3428.79552584913,0,0,1,0,0.198913929942514,0,1,0,65.82627,0
126896,Florence,37933,25.7,38,7457,27.18052738,19.6583449766694,1462.16705855144,0,0,1,0,0.263622703187198,0,0,1,43.41047,0
1269700,Sunrise,87695,12.8,18.1,27775,26.00382722,31.6722732196819,4828.75392324211,0,0,0,0,0,0,0,0,75.33897,0
1270600,Tallahassee,172761,31.1,41.9,61651,48.40660791,35.6857161049079,1727.78277827783,3,50,2,2,0.115766868679853,0.115766868679853,1,0,69.17707,1
1270675,Tamarac,62050,11.4,15.9,15339,25.20451074,24.7203867848509,5359.3021247193,0,0,1,0,0.16116035455278,0,0,0,73.05573,0
1271000,Tampa,338153,22,37.5,88793,33.88103644,26.2582322203263,2980.16180773434,4,248,3,2,0.088717237463515,0.0591448249756767,0,0,64.39807,0
1271900,Titusville,43551,19.2,32.4,7177,20.7816848,16.4795297467337,1494.80006864596,0,0,1,1,0.229615852678469,0.229615852678469,0,1,44.69409,0
1275812,Wellington,58960,7.1,11.3,7432,42.87041338,12.6051560379919,1324.08093601922,0,0,0,0,0,0,0,1,54.85176,0
1276582,Weston,67460,7.8,7.3,2996,57.88946163,4.44115031129558,2680.70733161137,0,0,0,0,0,0,0,0,57.76671,0
1276600,West Palm Beach,99511,20.2,24.2,31332,31.37057118,31.4859663755766,1796.77879493707,1,50,4,4,0.401965611841907,0.401965611841907,0,0,71.39429,0
1278250,Winter Garden,36173,9.1,10.8,6202,36.03426124,17.1453846791806,2525.51839698387,0,0,1,0,0.276449285378597,0,0,1,50.88149,0
1278275,Winter Haven,34561,20.9,37.6,9755,16.93995911,28.2254564393391,1106.3768487099,0,0,0,0,0,0,1,0,50.57459,0
1278325,Winter Springs,33612,10.9,12.1,1882,35.50815558,5.5991907652029,2294.49109154209,0,0,0,0,0,0,0,1,44.072,0
128696,Gadsden,35488,30.8,38.6,12839,15.38145178,36.1784265103697,958.642859072368,0,0,0,0,0,0,0,0,39.20619,1
135896,Hoover,82388,6.3,8.3,12256,56.2635104,14.8759528086615,1735.28792282741,1,55,0,0,0,0,0,1,22.81987,0
137000,Huntsville,177552,17.6,29.6,52091,39.4643884,29.3384473281067,858.535453173958,1,24,3,1,0.168964585022979,0.0563215283409931,0,1,49.62135,0
145784,Madison,44602,6.6,15,6534,55.50659264,14.6495672839783,1512.70137357979,0,0,1,0,0.22420519259226,0,0,1,33.90688,0
150000,Mobile,186755,23.6,33.2,95470,27.68279702,51.1204519289979,1349.81497007719,0,0,2,2,0.107092179593585,0.107092179593585,0,1,56.87052,0
151000,Montgomery,197651,23.5,31.4,114731,31.81961303,58.0472651289394,1238.6709031316,0,0,0,0,0,0,0,1,62.5834,0
159472,Phenix City,35081,23,34.2,16213,20.01757551,46.2159003449161,1339.27617011529,0,0,2,1,0.570109175907186,0.285054587953593,1,0,56.95783,0
1608830,Boise City,208513,15.2,33.3,3209,39.29991134,1.53899277263288,2706.76584365345,0,0,0,0,0,0,0,0,54.84486,0
1612250,Caldwell,46806,21.7,34,247,14.41511387,0.52771012263385,2189.24228250702,0,0,0,0,0,0,0,0,39.68107,0
1616750,Coeur d'Alene,44724,15.9,35.8,179,24.00494098,0.400232537340131,2877.25167267113,0,0,2,0,0.447187192558805,0,0,1,44.75735,0
162328,Prattville,33973,11.3,30.9,5875,30.47483075,17.2931445559709,1037.94567840885,0,0,0,0,0,0,0,1,24.93693,0
1639700,Idaho Falls,56885,15.2,28,325,25.92122341,0.571328118133075,2593.22574762947,0,0,0,0,0,0,0,1,32.63298,0
1646540,Lewiston,31243,11.5,41.9,93,22.60611127,0.297666677335723,1813.92243381328,0,0,0,0,0,0,0,0,40.90975,0
1652120,Meridian,80508,8.6,0,653,33.29575571,0.811099518060317,3337.67256747233,0,0,0,0,0,0,0,0,35.05138,0
1656260,Nampa,83022,23.9,1.8,501,17.34798897,0.603454506034545,2828.39914148469,0,0,0,0,0,0,0,1,33.97667,0
1664090,Pocatello,52938,18.8,31.1,440,30.3287876,0.831160980769957,1642.91477872261,0,0,0,0,0,0,0,0,43.39415,0
1682810,Twin Falls,43996,17.5,48.9,315,17.67056275,0.715974179470861,2660.61925495888,0,0,0,0,0,0,0,0,33.82281,0
1700243,Addison,37127,14.8,53.5,1554,20.72446309,4.18563309720688,3807.11648892535,0,0,0,0,0,0,0,1,58.55864,0
1700685,Algonquin,30177,3.5,6.5,567,44.42358433,1.87891440501044,2346.39608117565,0,0,0,0,0,0,0,0,53.409910000000004,0
1702154,Arlington Heights,74894,4.7,15.6,1197,54.3672512,1.59825887253986,4520.67362829722,0,0,1,0,0.133522044489545,0,0,1,55.20982,0
1703012,Aurora,197999,14.8,23.9,19902,31.27171823,10.0515659169996,4408.5008794781,0,0,0,0,0,0,0,0,67.64013,0
1704013,Bartlett,41410,4.8,34,832,43.75249212,2.00917652740884,2625.53892974892,0,0,0,0,0,0,0,1,55.89137,0
1704845,Belleville,42027,17.3,28.3,9613,23.31748291,22.8733909153639,1861.49621296009,0,0,0,0,0,0,0,0,59.10405,0
1705573,Berwyn,56584,15.5,28.5,4114,20.27791646,7.2706065318818,14490.1408450704,0,0,0,0,0,0,0,0,75.63728,0
1706613,Bloomington,75541,12.8,42.6,8509,45.48965405,11.2640817569267,2816.80214781117,0,0,1,0,0.132378443494261,0,0,0,53.68148,0
1707133,Bolingbrook,73582,9.2,11.5,16042,34.68404024,21.801527547498,3081.5813719742,0,0,0,0,0,0,0,1,70.45503,0
1709447,Buffalo Grove,41477,4.5,7.7,855,63.93453709,2.06138341731562,4357.28542914172,0,0,1,0,0.241097475709429,0,0,0,67.90496,0
1710487,Calumet City,37128,22,22.3,26180,15.76691283,70.5128205128205,5163.12056737589,0,0,1,0,0.269338504632622,0,0,0,91.53929,0
1711332,Carol Stream,40058,8.5,19.5,2116,37.60949315,5.28234060612112,4410.21688869316,0,0,0,0,0,0,0,1,60.13796,0
1711358,Carpentersville,38044,15.8,68.7,2623,20.94073038,6.89464830196614,4810.82448153768,0,0,0,0,0,0,0,1,61.02675,0
1712385,Champaign,74653,27.3,46.1,12418,50.61245589,16.6342946700066,3317.76365494867,0,0,0,0,0,0,0,1,67.97457,0
1714000,Chicago,2660712,22.7,34.2,845577,35.17570058,31.7801024688129,11695.540180573,27,7106,27,16,0.101476597241641,0.0601342798468981,0,0,86.16921,0
1714026,Chicago Heights,30051,29,34,12451,14.26390403,41.4328974077402,2928.0912014031,0,0,0,0,0,0,0,0,75.48022,0
1714351,Cicero,83616,22,48.8,3230,7.58342407,3.86289705319556,14256.7774936061,0,0,0,0,0,0,0,1,79.89807,0
1717887,Crystal Lake,40382,5.7,8.5,648,40.68911099,1.60467535040365,2198.61708498938,0,0,0,0,0,0,0,1,55.52456,0
1718563,Danville,30643,30.6,52.2,9434,16.33108459,30.7868028587279,1712.76060589123,0,0,1,0,0.326338804947296,0,0,1,58.39551,1
1718823,Decatur,71615,24.3,41.7,15360,21.737157,21.4480206660616,1696.15366396665,0,0,0,0,0,0,0,1,56.63711,0
1719161,DeKalb,38073,32.3,48.6,4426,35.24282673,11.625036114832,2654.83578551008,0,0,1,0,0.262653323877814,0,0,1,69.8939,0
1719642,Des Plaines,58093,7.3,8.5,791,35.55529356,1.36160983250994,4091.05633802817,0,0,0,0,0,0,0,0,62.32864,0
1720591,Downers Grove,48818,5,10.4,1338,53.53833442,2.74079233069769,3413.84615384615,0,0,0,0,0,0,0,1,55.80551,0
1723074,Elgin,108869,14.4,30,7302,24.23064416,6.70714344762972,2927.76657254269,0,0,0,0,0,0,0,1,64.37042,0
1723256,Elk Grove Village,33123,6.1,33.8,204,36.59097562,0.615886242188208,2965.08817473816,0,0,0,0,0,0,0,1,58.76567,0
1723620,Elmhurst,43812,3.7,3.1,775,58.34877137,1.76892175659637,4273.50760827156,0,0,0,0,0,0,0,0,52.93439,0
1724582,Evanston,68427,13.9,18,12236,67.52879151,17.8818302716764,8778.3194355356,1,300,1,0,0.146141143116021,0,0,0,88.18884,0
1729730,Glendale Heights,34412,12.3,39.2,2120,29.01279707,6.16064163663838,6410.58122205663,0,0,0,0,0,0,0,1,65.42339,0
1729938,Glenview,44695,3.7,8,461,62.0205174,1.03143528358877,3230.80815382391,0,0,0,0,0,0,0,1,58.75292,0
1732018,Gurnee,31068,4.7,11.2,2667,47.39380359,8.5843955195056,2303.72237876316,0,0,0,0,0,0,0,0,58.01279,0
1732746,Hanover Park,38198,13.9,32.9,3310,21.72997557,8.66537515053144,5710.56959186724,0,0,0,0,0,0,0,1,69.07216,0
1735411,Hoffman Estates,52038,5.4,13.1,2353,46.05670103,4.52169568392329,2570.66640320111,0,0,0,0,0,0,0,0,62.25778,0
1738570,Joliet,144782,12.5,24.2,22434,23.74835459,15.4950200991836,2701.91284874498,0,0,0,0,0,0,0,0,65.38482,0
1744407,Lombard,43187,6.2,12.6,2170,42.75159484,5.0246601986709,4205.57016262538,0,0,0,0,0,0,0,0,57.57056,0
1749867,Moline,42651,11,18.1,2139,25.61196272,5.01512274038123,2595.44818353313,0,0,0,0,0,0,0,1,60.36878,0
1751089,Mount Prospect,54428,4.3,10.9,1197,37.98524642,2.19923568751378,5289.92127514822,0,0,0,0,0,0,0,0,59.32938,0
1751349,Mundelein,31278,7.1,14.2,551,41.2614918,1.761621587058,3268.68011286446,0,0,0,0,0,0,0,1,60.92349,0
1751622,Naperville,141662,4.3,12.8,6357,66.59031414,4.48744193926388,3656.35969440429,0,0,0,0,0,0,0,0,54.84068,0
1753234,Normal,48459,24.5,42.9,3749,52.02026198,7.73643698796921,2719.81815120391,0,0,0,0,0,0,0,0,58.37154,0
1753481,Northbrook,32806,3.7,0.9,110,70.28935285,0.335304517466317,2501.98291641245,0,0,0,0,0,0,0,0,62.12627,0
1754820,Oak Lawn,56338,10.1,14.5,2572,26.89552914,4.56530228265114,6563.90539438425,0,0,0,0,0,0,0,0,56.11795,0
1754885,Oak Park,51594,8.8,15.9,10706,67.26266615,20.750474861418,10977.4468085106,2,726,0,0,0,0,0,0,85.19635,0
1756640,Orland Park,57303,5.3,0.3,1242,41.59750528,2.1674257892257,2649.60466084062,0,0,0,0,0,0,0,0,46.9293,0
1756887,Oswego,31647,4.9,29.9,2451,44.19764512,7.74480993459096,2038.19153732208,0,0,0,0,0,0,0,0,52.17751,0
1757225,Palatine,68751,9.7,24.9,2189,48.595445839999996,3.18395368794636,5068.63757003834,0,0,0,0,0,0,0,1,56.79823,0
1757875,Park Ridge,37056,4,6.2,274,54.64351077,0.739421416234888,5219.89012536977,0,0,0,0,0,0,0,0,52.61559,0
1758447,Pekin,32316,14,33.3,99,19.30388341,0.306349795766803,2255.12909979065,0,0,0,0,0,0,0,0,57.31901,0
1759000,Peoria,111451,22.3,39.9,29710,33.45063076,26.6574548456272,2321.02544879004,0,0,0,0,0,0,0,1,60.1793,0
1760287,Plainfield,40454,4.2,3.1,2445,49.09730658,6.04390171552875,1741.82992465016,0,0,0,0,0,0,0,0,52.61204,0
1762367,Quincy,39393,18.2,47.4,2176,22.51832362,5.52382402964994,2475.5231571671,0,0,0,0,0,0,0,1,42.67237,0
1765000,Rockford,147382,25.4,45,31206,21.30459361,21.1735490086985,2414.98984072885,1,0,0,0,0,0,0,0,62.72757,1
1765078,Rock Island,36199,22,37,6926,22.26122449,19.1331252244537,2152.52423143248,1,24,0,0,0,0,0,0,64.08478,0
1765442,Romeoville,38554,8.8,4.9,3354,25.4077765,8.6994864346112,2131.9398363194,0,0,0,0,0,0,0,1,65.62527,0
1766703,St. Charles,32927,4.2,15.4,383,49.0159003,1.16317915388587,2255.58295656939,0,0,0,0,0,0,0,1,53.14273,0
1768003,Schaumburg,74130,6.5,7.5,2571,45.10425013,3.46823148522865,3859.93230929446,0,0,0,0,0,0,0,1,61.86973,0
1770122,Skokie,64473,11.7,20,4036,47.27272727,6.25998479983869,6431.86352753392,0,0,0,0,0,0,0,0,71.54991,0
1772000,Springfield,113589,18.6,37.7,22134,35.15671995,19.4860417822148,1912.53030711207,2,175,0,0,0,0,0,0,57.27093,1
177256,Tuscaloosa,84023,25.2,32.5,38615,34.17694095,45.9576544517573,1390.25762364115,0,0,2,1,0.238030063196982,0.119015031598491,0,0,61.38781,0
1773157,Streamwood,40325,4.6,29.9,978,31.37007172,2.42529448233106,5136.94267515924,0,0,0,0,0,0,0,1,65.76176,0
1775484,Tinley Park,57027,7.3,13.2,2082,34.94993426,3.65090220421905,3588.63507645837,0,0,0,0,0,0,0,0,52.50829,0
1777005,Urbana,34454,36,42.9,6156,54.97696346,17.8673013293086,2965.82594473616,1,60,0,0,0,0,0,0,77.81282,0
1779293,Waukegan,86926,20.3,34.6,15415,18.87512659,17.7334744495318,3688.93226956374,0,0,0,0,0,0,0,0,76.22192,0
1781048,Wheaton,50301,6.8,22.8,1870,62.00580878,3.71761992803324,4470.40526128688,1,100,0,0,0,0,0,0,49.25063,0
1781087,Wheeling,37425,12.4,27.1,609,36.30448926,1.62725450901804,4293.33486291155,0,0,0,0,0,0,0,0,66.40754,0
1783245,Woodridge,33184,5.1,18.2,2718,47.29333508,8.19069431051109,3536.60876052435,0,0,0,0,0,0,0,1,62.97199,0
178552,Vestavia Hills,33934,4.6,14.3,1087,67.44126551,3.20327694937231,1766.1080462163,0,0,0,0,0,0,0,1,24.03981,0
1801468,Anderson,53134,27.1,38.3,7170,14.16492256,13.4941845146234,1285.57257264523,0,0,1,0,0.188203410245794,0,0,0,59.61216,0
1805860,Bloomington,67839,39,47,2741,56.90876882,4.04044870944442,2928.13363259669,1,140,1,1,0.147407833252259,0.147407833252259,0,0,74.15393,0
1810342,Carmel,83002,3.6,6.3,2210,69.16764361,2.66258644370015,2109.43377045847,0,0,0,0,0,0,0,1,39.66142,0
1814734,Columbus,44482,11.7,14.1,1231,35.09134551,2.76741153725102,1617.76258364853,0,0,0,0,0,0,0,1,46.97052,0
1820728,Elkhart,50468,26.5,50.3,7089,13.64626025,14.0465245303955,2154.91033304868,0,0,3,0,0.594436078307046,0,0,1,57.73297,1
1822000,Evansville,115948,20.5,40.9,14398,18.93561355,12.4176354917722,2631.29467831612,0,0,0,0,0,0,0,1,57.59524,0
1823278,Fishers,80804,3.3,3.6,3728,61.1337488,4.61363298846592,2778.77506104061,0,0,0,0,0,0,0,1,40.61327,0
1825000,Fort Wayne,250591,18.9,37.1,38911,26.06242219,15.5276925348476,2259.24556879857,0,0,4,4,0.159622652050552,0.159622652050552,0,0,53.25825,0
1827000,Gary,78461,38.7,40.1,65385,13.10522018,83.3343954321255,1573.65771475561,0,0,0,0,0,0,0,0,96.84051,1
1828386,Goshen,31107,24.1,43.6,1210,21.47333813,3.8897997235349,1892.95928923508,0,0,0,0,0,0,0,0,53.11931,0
1829898,Greenwood,52259,14,21.7,1864,26.18833038,3.56684972923324,2591.95516317826,0,0,0,0,0,0,0,1,39.39194,0
1831000,Hammond,78736,23.8,33.7,16761,13.18865775,21.2875939849624,3457.12403951701,0,0,2,1,0.254013411908149,0.127006705954074,0,0,72.67822,0
1836003,Indianapolis city (balance),816687,21.4,29.2,227483,27.89765733,27.8543677075795,2258.98685578987,2,270,12,5,0.146935117125655,0.061222965469023,0,1,65.12618,1
1838358,Jeffersonville,45184,10.8,18.8,5780,21.64298515,12.7921388101983,1470.59397884459,0,0,0,0,0,0,0,1,52.60656,0
1840392,Kokomo,55820,21.1,38.8,5591,17.04108586,10.0161232533142,3017.94982698962,0,0,0,0,0,0,0,0,54.33529,0
1840788,Lafayette,68791,20.4,45.1,5352,25.70238616,7.78008751144772,2470.31996265307,0,0,0,0,0,0,0,0,59.03271,0
